Year,GEOID,Name,FI_Rate,CostPerMeal,Percent_EMPLOYMENT_STATUS_Civilian_labor_force_Unemployment_Rate,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_Less_than_10000,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_10000_to_14999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_15000_to_24999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_25000_to_34999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_35000_to_49999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_50000_to_74999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_75000_to_99999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_100000_to_149999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Social_Security,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_retirement_income,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Food_Stamp.SNAP_benefits_in_the_past_12_months,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Less_than_9th_grade,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_High_school_graduate_includes_equivalency,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Bachelors_degree,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_No_vehicles_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_1_vehicle_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_2_vehicles_available,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_Less_than_15.0_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_30.0_to_34.9_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_35.0_percent_or_more,Percent_SEX_AND_AGE_Total_population_Female,age19AndUnder,Percent_SEX_AND_AGE_Total_population_20_to_24_years,Percent_SEX_AND_AGE_Total_population_25_to_34_years,Percent_SEX_AND_AGE_Total_population_45_to_54_years,Percent_SEX_AND_AGE_Total_population_55_to_59_years,Percent_SEX_AND_AGE_Total_population_60_to_64_years,age65AndOver,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Hispanic_or_Latino_of_any_race,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_White_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Black_or_African_American_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Asian_alone
2022,51185,"Tazewell County, Virginia",16.5,3.73,5.7,6.7,7.4,11.5,11.6,15.5,16.0,10.6,13.9,48.1,31.6,14.1,1692.0,11318.0,3126.0,7.6,29.4,36.1,23.5,9.9,33.0,50.2,21.9,6.0,10.6,12.5,6.5,7.7,22.9,1.2,93.2,3.5,0.7
2022,51191,"Washington County, Virginia",14.5,4.05,4.2,4.0,5.4,9.8,11.3,12.2,17.9,12.7,16.5,45.5,26.7,11.5,1656.0,14412.0,6328.0,4.4,28.9,38.6,30.7,6.9,25.0,50.1,19.9,5.5,10.7,13.4,6.9,8.2,23.9,1.6,94.8,1.7,0.5
2022,51195,"Wise County, Virginia",18.5,3.97,9.1,5.3,9.5,12.7,10.8,14.3,21.2,10.6,10.6,46.0,24.3,21.8,1805.0,8974.0,2532.0,9.7,30.3,35.6,23.2,10.1,33.0,47.8,21.7,6.3,13.1,13.3,6.8,6.9,19.1,1.3,90.8,4.6,1.1
2022,51197,"Wythe County, Virginia",15.9,3.88,5.2,7.4,5.8,9.9,10.8,13.4,17.7,14.8,13.6,43.1,28.8,11.3,605.0,7425.0,2502.0,8.4,28.5,31.1,18.8,8.3,37.7,50.6,21.6,5.1,10.7,14.5,7.4,7.7,21.6,1.4,93.3,2.2,0.8
2022,51520,"Bristol city, Virginia",16.6,4.05,4.1,7.9,6.8,11.2,11.6,17.8,13.7,10.9,11.8,39.9,26.4,19.8,325.0,3762.0,1447.0,10.3,42.5,30.1,19.0,7.8,31.9,51.8,22.5,5.4,11.1,11.9,6.9,6.0,23.4,2.6,86.6,6.3,0.3
2022,51580,"Covington city, Virginia",13.6,4.17,2.6,6.0,3.3,15.0,18.3,12.4,19.7,8.9,13.7,40.2,31.5,9.9,102.0,1917.0,296.0,8.5,35.0,32.1,16.7,15.2,23.8,52.5,26.0,4.2,12.4,9.6,5.1,10.6,19.1,2.4,80.3,13.2,1.1
2022,51590,"Danville city, Virginia",16.7,3.8,5.8,9.4,9.4,12.7,12.4,14.9,16.8,8.8,8.7,40.2,23.8,24.0,1425.0,11311.0,3421.0,13.9,41.9,26.4,16.9,5.4,38.6,54.1,24.1,6.6,12.9,11.2,6.6,7.2,21.0,4.9,40.5,49.9,1.4
2022,51640,"Galax city, Virginia",16.3,3.87,4.4,4.7,8.2,16.7,10.1,13.6,16.1,10.0,7.9,38.8,24.4,14.2,324.0,1138.0,453.0,9.7,31.4,41.0,13.8,9.8,36.6,55.5,27.5,6.3,7.8,12.4,8.2,7.1,18.7,20.6,70.7,5.1,0.4
2022,51690,"Martinsville city, Virginia",17.1,3.68,4.3,7.5,11.2,14.0,13.0,15.4,15.6,8.7,6.9,38.8,18.9,21.8,495.0,2806.0,1137.0,13.2,42.1,31.2,9.3,6.2,43.4,53.1,28.2,5.8,10.3,12.1,7.5,6.6,17.7,7.0,42.6,44.3,0.8
2022,51720,"Norton city, Virginia",22.1,3.97,7.3,10.8,15.8,11.2,9.4,13.5,13.3,7.4,9.4,45.2,20.5,29.8,99.0,935.0,293.0,8.1,49.7,21.7,7.4,5.2,35.4,53.9,21.9,5.0,10.3,12.7,6.6,7.6,21.5,0.0,94.4,2.0,0.1
2022,51750,"Radford city, Virginia",16.8,3.83,7.2,15.5,6.5,13.1,5.3,8.6,15.8,9.3,14.2,20.0,15.4,9.2,214.0,1343.0,1565.0,4.6,33.0,41.5,10.5,5.4,52.4,54.8,29.3,25.9,10.7,8.0,5.3,2.9,9.3,3.2,82.7,8.8,2.3
2022,51770,"Roanoke city, Virginia",13.9,3.93,6.6,7.5,6.6,11.4,10.1,13.2,18.4,11.2,12.4,32.7,18.4,16.0,2350.0,23982.0,12316.0,11.2,42.5,31.7,16.8,7.8,40.5,52.8,24.0,5.7,15.3,12.1,6.8,5.9,17.6,6.9,57.0,28.7,3.2
2022,51775,"Salem city, Virginia",11.7,4.05,3.5,4.3,3.0,8.2,8.2,11.7,19.1,12.5,18.5,34.1,22.2,6.7,360.0,4685.0,3331.0,5.8,35.1,35.5,11.4,10.7,32.3,52.0,23.8,8.1,11.2,12.3,5.9,7.6,19.2,3.8,83.5,7.8,1.8
2023,51005,"Alleghany County, Virginia",,4.321666667,3.7,8.3,6.761538462,9.9,10.30769231,12.0,20.7,11.85384615,14.0,45.33076923,31.95,9.664170669,338.1666667,4845.0,967.0,6.761538462,29.2,30.1,16.5,9.70568831,36.08768281,50.94615385,20.68333333,5.4,10.66666667,12.4,8.251962601,7.7,25.68333333,1.689581616,90.97350497,5.369230769,0.033276503
2024,51005,"Alleghany County, Virginia",,4.473333333,3.7,8.3,6.761538462,9.9,10.30769231,12.0,20.7,11.85384615,14.0,45.33076923,32.7,10.03891267,292.3333333,4845.0,967.0,6.761538462,29.2,30.1,16.5,9.019087268,38.79559823,50.94615385,20.46666667,5.4,10.83333333,12.2,8.223651874,7.7,26.16666667,1.698914573,90.860294,5.369230769,0.077796753
2025,51005,"Alleghany County, Virginia",,4.625,3.7,8.3,6.761538462,9.9,10.30769231,12.0,20.7,11.85384615,14.0,45.33076923,33.45,10.28782949,246.5,4845.0,967.0,6.761538462,29.2,30.1,16.5,8.588295021,38.79559823,50.94615385,20.25,5.4,11.0,12.0,8.206967016,7.7,26.65,1.780135575,90.74042267,5.369230769,0.048091286
2026,51005,"Alleghany County, Virginia",,4.776666667,3.7,8.3,6.761538462,9.9,10.30769231,12.0,20.7,11.85384615,14.0,45.33076923,34.2,10.45316879,200.6666667,4845.0,967.0,6.761538462,29.2,30.1,16.5,8.318004199,38.79559823,50.94615385,20.03333333,5.4,11.16666667,11.8,8.197133834,7.7,27.13333333,1.796958104,90.62389071,5.369230769,0.067911813
2027,51005,"Alleghany County, Virginia",,4.928333333,3.7,8.3,6.761538462,9.9,10.30769231,12.0,20.7,11.85384615,14.0,45.33076923,34.95,10.56299297,154.8333333,4845.0,967.0,6.761538462,29.2,30.1,16.5,8.148416356,38.79559823,50.94615385,19.81666667,5.4,11.33333333,11.6,8.191338672,7.7,27.61666667,1.871469826,90.50568446,5.369230769,0.054686864
2023,51019,"Bedford County, Virginia",,4.254166667,2.9,3.0,3.2,6.6,6.641666667,12.4,18.0,14.9,19.41666667,40.65,33.36666667,6.2,1480.0,17066.0,11897.83333,3.6,23.0,38.22307692,19.89230769,8.1,37.80769231,50.52684328,21.31666667,5.6,10.3,13.2,8.408407568,7.9,22.675,2.683333333,85.525,6.2,1.2
2024,51019,"Bedford County, Virginia",,4.378333333,2.9,3.0,3.2,6.6,6.283333333,12.4,18.0,14.9,19.93333333,41.3,34.33333333,6.2,1480.0,17066.0,12235.66667,3.6,23.0,38.22307692,19.89230769,8.1,37.80769231,50.54745686,21.03333333,5.7,10.4,12.9,8.360477963,7.8,23.25,2.766666667,85.15,6.2,1.2
2025,51019,"Bedford County, Virginia",,4.5025,2.9,3.0,3.2,6.6,5.925,12.4,18.0,14.9,20.45,41.95,35.3,6.2,1480.0,17066.0,12573.5,3.6,23.0,38.22307692,19.89230769,8.1,37.80769231,50.56328651,20.75,5.8,10.5,12.6,8.335396775,7.7,23.825,2.85,84.775,6.2,1.2
2026,51019,"Bedford County, Virginia",,4.626666667,2.9,3.0,3.2,6.6,5.566666667,12.4,18.0,14.9,20.96666667,42.6,36.26666667,6.2,1480.0,17066.0,12911.33333,3.6,23.0,38.22307692,19.89230769,8.1,37.80769231,50.57544246,20.46666667,5.9,10.6,12.3,8.322271986,7.6,24.4,2.933333333,84.4,6.2,1.2
2027,51019,"Bedford County, Virginia",,4.750833333,2.9,3.0,3.2,6.6,5.208333333,12.4,18.0,14.9,21.48333333,43.25,37.23333333,6.2,1480.0,17066.0,13249.16667,3.6,23.0,38.22307692,19.89230769,8.1,37.80769231,50.5847773,20.18333333,6.0,10.7,12.0,8.315403886,7.5,24.975,3.016666667,84.025,6.2,1.2
2023,51021,"Bland County, Virginia",,4.21,3.3,2.422853864,5.5,8.676903026,10.03056094,15.4,18.83846154,15.7,16.0,45.61538462,32.26028562,5.594706052,72.25,2216.804451,565.0,3.5,28.88867284,30.43846154,19.14615385,6.7,23.6,43.3,17.9,2.0,12.26153846,12.8,7.9,6.946153846,24.175,0.8,93.4,3.876923077,0.0
2024,51021,"Bland County, Virginia",,4.65,3.3,0.861209308,5.5,11.43536356,7.636246804,15.4,18.83846154,15.7,16.0,45.61538462,31.23452619,5.396678587,40.5,2181.008942,565.0,3.5,28.67447116,30.43846154,19.14615385,6.7,23.6,43.3,17.9,2.0,12.26153846,12.8,7.9,6.946153846,24.65,0.8,93.4,3.876923077,0.0
2025,51021,"Bland County, Virginia",,5.09,3.3,0.351122375,5.5,11.43536356,8.915001908,15.4,18.83846154,15.7,16.0,45.61538462,30.55116411,5.205660405,8.750000001,2157.366439,565.0,3.5,29.73497358,30.43846154,19.14615385,6.7,23.6,43.3,17.9,2.0,12.26153846,12.8,7.9,6.946153846,25.125,0.8,93.4,3.876923077,0.0
2026,51021,"Bland County, Virginia",,5.53,3.3,-0.957646174,5.5,11.43536356,7.144758474,15.4,18.83846154,15.7,16.0,45.61538462,30.09590753,5.021403409,-23.0,2141.750849,565.0,3.5,30.69890131,30.43846154,19.14615385,6.7,23.6,43.3,17.9,2.0,12.26153846,12.8,7.9,6.946153846,25.6,0.8,93.4,3.876923077,0.0
2027,51021,"Bland County, Virginia",,5.97,3.3,-1.65979811,5.5,11.43536356,7.905475248,15.4,18.83846154,15.7,16.0,45.61538462,29.79261509,4.843668283,-54.75,2131.43694,565.0,3.5,30.84380995,30.43846154,19.14615385,6.7,23.6,43.3,17.9,2.0,12.26153846,12.8,7.9,6.946153846,26.075,0.8,93.4,3.876923077,0.0
2023,51023,"Botetourt County, Virginia",,4.295,3.1,3.530045828,2.8,6.7,6.1,10.2,19.85384615,14.2,19.6,41.075,35.3,2.8,611.0,8594.763313,4273.0,3.7,20.60769231,37.0,21.94999196,8.3,21.9,50.1,20.89166667,5.083333333,9.916666667,13.6,7.7,8.015384615,23.825,2.1,91.28333333,2.5,0.576832303
2024,51023,"Botetourt County, Virginia",,4.42,3.1,3.603488686,2.8,6.7,6.1,10.2,19.85384615,14.2,19.6,41.65,37.9,2.9,611.0,8498.171138,4273.0,3.7,20.60769231,37.0,21.66149404,8.3,21.9,50.1,20.58333333,5.166666667,10.03333333,13.1,7.7,8.015384615,24.45,2.2,91.06666667,2.5,0.518753242
2025,51023,"Botetourt County, Virginia",,4.545,3.1,3.644965244,2.8,6.7,6.1,10.2,19.85384615,14.2,19.6,42.225,40.5,3.0,611.0,8435.652675,4273.0,3.7,20.60769231,37.0,21.47653946,8.3,21.9,50.1,20.275,5.25,10.15,12.6,7.7,8.015384615,25.075,2.3,90.85,2.5,0.518753242
2026,51023,"Botetourt County, Virginia",,4.67,3.1,3.668388964,2.8,6.7,6.1,10.2,19.85384615,14.2,19.6,42.8,43.1,3.1,611.0,8395.188132,4273.0,3.7,20.60769231,37.0,21.357966,8.3,21.9,50.1,19.96666667,5.333333333,10.26666667,12.1,7.7,8.015384615,25.7,2.4,90.63333333,2.5,0.518753242
2027,51023,"Botetourt County, Virginia",,4.795,3.1,3.681617415,2.8,6.7,6.1,10.2,19.85384615,14.2,19.6,43.375,45.7,3.2,611.0,8368.997801,4273.0,3.7,20.60769231,37.0,21.28194914,8.3,21.9,50.1,19.65833333,5.416666667,10.38333333,11.6,7.7,8.015384615,26.325,2.5,90.41666667,2.5,0.518753242
2023,51027,"Buchanan County, Virginia",,3.7575,5.433333333,8.5,6.1,18.57692308,12.94615385,16.84655617,15.07778897,8.953846154,11.93333333,54.14615385,31.1,21.1,1401.25,6039.174498,921.4200203,4.3,30.36923077,40.3,5.6,5.953392753,53.7,49.46923077,18.375,5.307692308,11.4,13.76666667,7.482826729,7.710000898,23.6,1.066666667,96.2,1.549104927,0.0
2024,51027,"Buchanan County, Virginia",,3.855,4.866666667,8.5,6.1,18.57692308,12.94615385,16.20551704,15.19271697,8.953846154,12.56666667,54.14615385,31.1,21.1,1225.5,5956.555243,956.4827658,3.7,30.36923077,40.3,-1.0,6.130747556,53.7,49.46923077,18.15,5.307692308,11.4,13.53333333,7.412112103,7.492784232,24.2,1.133333333,96.2,1.522720113,0.0
2025,51027,"Buchanan County, Virginia",,3.9525,4.3,8.5,6.1,18.57692308,12.94615385,15.72401943,15.2670098,8.953846154,13.2,54.14615385,31.1,21.1,1049.75,5956.555243,974.4511341,3.1,30.36923077,40.3,-7.6,6.254881832,53.7,49.46923077,17.925,5.307692308,11.4,13.3,7.509241977,7.348697203,24.8,1.2,96.2,1.65533655,0.0
2026,51027,"Buchanan County, Virginia",,4.05,3.733333333,8.5,6.1,18.57692308,12.94615385,15.36235672,15.31503486,8.953846154,13.83333333,54.14615385,31.1,21.1,874.0,5956.555243,983.6592623,2.5,30.36923077,40.3,-14.2,6.341765968,53.7,49.46923077,17.7,5.307692308,11.4,13.06666667,7.687532017,7.303149071,25.4,1.266666667,96.2,1.867727744,0.0
2027,51027,"Buchanan County, Virginia",,4.1475,3.166666667,8.5,6.1,18.57692308,12.94615385,15.09070446,15.34607966,8.953846154,14.46666667,54.14615385,31.1,21.1,698.25,5956.555243,988.3780896,1.9,30.36923077,40.3,-20.8,6.402577962,53.7,49.46923077,17.475,5.307692308,11.4,12.83333333,7.875106355,7.330131849,26.0,1.333333333,96.2,2.08849398,0.0
2023,51035,"Carroll County, Virginia",,3.986666667,4.8,7.2,4.991666667,10.1,14.7,16.33846154,18.10335722,13.325,14.275,47.3,33.70796601,13.83179298,1495.0,8331.0,2466.410513,3.204947955,24.9306762,38.99489282,29.2,5.219971945,35.19690116,49.87692308,19.6,4.707692308,10.11754605,13.19600787,7.592902688,8.7,25.68333333,4.433333333,93.28333333,0.3,0.1
2024,51035,"Carroll County, Virginia",,4.103333333,4.8,7.2,4.583333333,10.1,14.7,16.33846154,18.29595756,13.75,14.95,47.3,37.01726222,13.60660482,1495.0,8331.0,2559.5195,3.419760296,25.21268719,38.43306515,27.6,6.572167184,35.60552379,49.87692308,19.6,4.707692308,10.12987952,12.99134246,7.587410092,8.7,26.16666667,4.666666667,93.06666667,0.3,0.1
2025,51035,"Carroll County, Virginia",,4.22,4.8,7.2,4.175,10.1,14.7,16.33846154,18.41823879,14.175,15.625,47.3,39.03178317,13.46888418,1495.0,8331.0,2587.872016,2.655495127,25.45319495,38.04100514,26.0,9.341799797,35.60552379,49.87692308,19.6,4.707692308,10.13854898,12.83838471,7.583159383,8.7,26.65,4.9,92.85,0.3,0.1
2026,51035,"Carroll County, Virginia",,4.336666667,4.8,7.2,3.766666667,10.1,14.7,16.33846154,18.49587467,14.6,16.3,47.3,41.92802523,13.38465695,1495.0,8331.0,2657.867671,2.68354419,25.65830748,37.76741404,24.4,9.341799797,35.60552379,49.87692308,19.6,4.707692308,10.14464292,12.65886895,7.579869768,8.7,27.13333333,5.133333333,92.63333333,0.3,0.1
2027,51035,"Carroll County, Virginia",,4.453333333,4.8,7.2,3.358333333,10.1,14.7,16.33846154,18.5451654,15.025,16.975,47.3,44.22382941,13.33314524,1495.0,8331.0,2701.083746,2.070416395,25.83323385,37.57649406,22.8,9.341799797,35.60552379,49.87692308,19.6,4.707692308,10.14892647,12.49299387,7.577323942,8.7,27.61666667,5.366666667,92.41666667,0.3,0.1
2023,51045,"Craig County, Virginia",,4.64,1.692226493,4.8,0.370847437,10.56923077,4.4,15.20793816,21.7,13.02210835,21.2,36.51226885,38.0,15.2,189.0769231,1487.063637,378.0,4.7,23.26153846,15.6,39.33485237,1.6,26.2,51.07692308,26.08173497,1.283951641,10.96923077,14.3,8.443290435,8.4,19.3,0.0,96.47452828,0.0,0.0
2024,51045,"Craig County, Virginia",,5.11,1.50717395,4.8,0.343819553,10.56923077,4.4,16.39352547,21.7,14.6230968,21.2,36.81663156,38.0,15.2,189.0769231,1510.355193,378.0,4.7,23.26153846,14.2,38.10912836,1.6,26.2,51.07692308,25.43054487,1.811953316,10.96923077,14.3,7.219383675,8.4,19.3,0.0,97.59816255,0.0,0.0
2025,51045,"Craig County, Virginia",,5.58,1.34235773,4.8,0.3187615,10.56923077,4.4,16.44348818,21.7,14.6230968,21.2,37.04133121,38.0,15.2,189.0769231,1525.397952,378.0,4.7,23.26153846,12.8,36.92159946,1.6,26.2,51.07692308,24.96875167,2.993792667,10.96923077,14.3,6.700024376,8.4,19.3,0.0,97.59816255,0.0,0.0
2026,51045,"Craig County, Virginia",,6.05,1.195564903,4.8,0.295529713,10.56923077,4.4,16.44348818,21.7,14.6230968,21.2,37.20721857,38.0,15.2,189.0769231,1535.113257,378.0,4.7,23.26153846,11.4,35.77107547,1.6,26.2,51.07692308,24.64126979,4.08235321,10.96923077,14.3,6.917063584,8.4,19.3,0.0,97.59816255,0.0,0.0
2027,51045,"Craig County, Virginia",,6.52,1.064824528,4.8,0.273991091,10.56923077,4.4,16.44348818,21.7,14.6230968,21.2,37.32968702,38.0,15.2,189.0769231,1541.387849,378.0,4.7,23.26153846,10.0,34.65640328,1.6,26.2,51.07692308,24.40903514,4.625145938,10.96923077,14.3,7.479264631,8.4,19.3,0.0,97.59816255,0.0,0.0
2023,51051,"Dickenson County, Virginia",,4.341967066,2.9,8.585412201,10.34615385,17.46153846,10.3,13.63846154,14.4,10.7,11.41666667,52.9,24.87692308,24.3,627.6666667,4040.384615,1003.083333,7.393337638,35.8,26.96160394,15.86654384,7.561538462,52.87692308,49.1,21.00833333,5.423076923,11.36923077,12.75723751,8.2,6.580685034,23.88333333,1.175,97.20833333,0.617696694,0.107692308
2024,51051,"Dickenson County, Virginia",,4.670238695,2.4,9.762579797,10.34615385,17.46153846,10.3,13.63846154,14.4,10.7,12.03333333,52.9,24.87692308,24.3,511.3333333,4040.384615,1036.166667,7.634851627,35.8,25.62320788,17.45544641,7.561538462,52.87692308,49.1,20.81666667,5.423076923,11.36923077,12.68171369,8.2,6.753678536,24.46666667,1.25,97.11666667,0.646713089,0.107692308
2025,51051,"Dickenson County, Virginia",,4.96561019,1.9,11.51809049,10.34615385,17.46153846,10.3,13.63846154,14.4,10.7,12.65,52.9,24.87692308,24.3,395.0,4040.384615,1069.25,7.833697596,35.8,24.28481182,17.45544641,7.561538462,52.87692308,49.1,20.625,5.423076923,11.36923077,12.62494164,8.2,6.86029894,25.05,1.325,97.025,0.646713089,0.107692308
2026,51051,"Dickenson County, Virginia",,5.236209791,1.4,12.92602803,10.34615385,17.46153846,10.3,13.63846154,14.4,10.7,13.26666667,52.9,24.87692308,24.3,278.6666667,4040.384615,1102.333333,7.997413658,35.8,22.94641576,17.45544641,7.561538462,52.87692308,49.1,20.43333333,5.423076923,11.36923077,12.55743655,8.2,6.926011874,25.63333333,1.4,96.93333333,0.646713089,0.107692308
2027,51051,"Dickenson County, Virginia",,5.48815759,0.9,13.55028904,10.34615385,17.46153846,10.3,13.63846154,14.4,10.7,13.88333333,52.9,24.87692308,24.3,162.3333333,4040.384615,1135.416667,8.132206177,35.8,21.6080197,17.45544641,7.561538462,52.87692308,49.1,20.24166667,5.423076923,11.36923077,12.49607478,8.2,6.966512468,26.21666667,1.475,96.84166667,0.646713089,0.107692308
2023,51063,"Floyd County, Virginia",,4.86,2.6,6.8,2.8,12.09230769,6.7,14.38743219,16.2,16.1,15.84843609,40.8,28.425,5.8,420.0,4442.0,1544.506903,5.330284596,22.0,32.4,36.03076923,11.64615385,34.3,50.41538462,19.375,4.836735146,10.4,13.4,6.746153846,9.031524388,24.79166667,2.9,92.6173326,3.0,0.346153846
2024,51063,"Floyd County, Virginia",,5.36,2.6,6.8,2.8,12.09230769,6.7,15.17354448,16.2,16.1,16.67274851,40.8,29.25,5.8,420.0,4442.0,1516.951399,5.156320636,22.0,32.4,36.03076923,11.64615385,34.3,50.41538462,19.05,4.554432837,10.4,13.4,6.746153846,8.829022213,25.38333333,2.9,92.47032447,3.0,0.346153846
2025,51063,"Floyd County, Virginia",,5.86,2.6,6.8,2.8,12.09230769,6.7,15.61895185,16.2,16.1,17.50907577,40.8,30.075,5.8,420.0,4442.0,1499.493324,5.044115479,22.0,32.4,36.03076923,11.64615385,34.3,50.41538462,18.725,4.554432837,10.4,13.4,6.746153846,8.829022213,25.975,2.9,92.32331634,3.0,0.346153846
2026,51063,"Floyd County, Virginia",,6.36,2.6,6.8,2.8,12.09230769,6.7,15.87131749,16.2,16.1,18.33941901,40.8,30.9,5.8,420.0,4442.0,1488.432579,4.971744183,22.0,32.4,36.03076923,11.64615385,34.3,50.41538462,18.4,4.554432837,10.4,13.4,6.746153846,8.829022213,26.56666667,2.9,92.17630821,3.0,0.346153846
2027,51063,"Floyd County, Virginia",,6.86,2.6,6.8,2.8,12.09230769,6.7,16.01430663,16.2,16.1,19.1727426,40.8,31.725,5.8,420.0,4442.0,1481.42493,4.925065361,22.0,32.4,36.03076923,11.64615385,34.3,50.41538462,18.075,4.554432837,10.4,13.4,6.746153846,8.829022213,27.15833333,2.9,92.02930009,3.0,0.346153846
2023,51067,"Franklin County, Virginia",,4.361064722,2.408333333,5.1,5.5,8.4,6.583333333,9.416666667,19.73846154,12.9,18.55833333,46.56732196,30.2,11.0,1305.120592,13784.28728,6310.75,5.349142579,21.95873875,36.58461538,37.1,8.976923077,36.03846154,50.55191494,21.09560728,6.1,9.708252569,12.98333333,8.6,7.8,24.59166667,3.05,86.625,7.7,0.6
2024,51067,"Franklin County, Virginia",,4.509804385,2.016666667,5.1,5.5,8.4,6.166666667,8.833333333,19.73846154,12.9,19.31666667,47.48132457,30.2,11.0,1126.495543,13795.16896,6512.5,5.08608338,22.98913142,36.58461538,39.1,8.976923077,36.03846154,50.58875718,20.77390105,6.1,9.786462017,12.76666667,8.6,7.8,25.18333333,3.1,86.55,7.7,0.6
2025,51067,"Franklin County, Virginia",,4.658544048,1.625,5.1,5.5,8.4,5.75,8.25,19.73846154,12.9,20.075,48.21241357,30.2,11.0,954.1518303,13801.64402,6714.25,5.08608338,22.98913142,36.58461538,41.1,8.976923077,36.03846154,50.61490283,20.61195124,6.1,9.842966153,12.55,8.6,7.8,25.775,3.15,86.475,7.7,0.6
2026,51067,"Franklin County, Virginia",,4.807283711,1.233333333,5.1,5.5,8.4,5.333333333,7.666666667,19.73846154,12.9,20.83333333,49.07913294,30.2,11.0,777.7596222,13805.49695,6916.0,5.08608338,22.98913142,36.58461538,43.1,8.976923077,36.03846154,50.6334575,20.33255768,6.1,9.883788808,12.33333333,8.6,7.8,26.36666667,3.2,86.4,7.7,0.6
2027,51067,"Franklin County, Virginia",,4.956023374,0.841666667,5.1,5.5,8.4,4.916666667,7.083333333,19.73846154,12.9,21.59166667,49.84528244,30.2,11.0,603.9767814,13807.7896,7117.75,5.08608338,22.98913142,36.58461538,45.1,8.976923077,36.03846154,50.6466251,20.13950202,6.1,9.913282034,12.11666667,8.6,7.8,26.95833333,3.25,86.325,7.7,0.6
2023,51071,"Giles County, Virginia",,3.945833333,2.2,3.795073011,3.3,9.2,10.5,9.6,26.1,12.22307692,15.575,39.5735674,33.9,6.716666667,346.25,4795.96358,1376.0,6.407692308,24.2,43.44519907,34.0,4.6,26.7,51.02307692,22.14166667,5.163629049,11.2,14.2,7.691211213,6.5,22.09166667,1.975,94.14166667,2.3,0.269230769
2024,51071,"Giles County, Virginia",,4.061666667,2.2,3.03861667,3.3,9.2,10.5,9.6,26.1,12.22307692,16.35,39.40172023,33.9,6.233333333,291.5,4650.19139,1376.0,6.407692308,24.2,44.49039813,34.0,4.6,26.7,51.02307692,21.98333333,5.207429923,11.2,14.2,7.486180633,6.5,22.48333333,2.05,93.98333333,2.3,0.269230769
2025,51071,"Giles County, Virginia",,4.1775,2.2,2.538588044,3.3,9.2,10.5,9.6,26.1,12.22307692,17.125,39.40172023,33.9,5.75,236.75,4650.19139,1376.0,6.407692308,24.2,45.5355972,34.0,4.6,26.7,51.02307692,21.825,5.237581506,11.2,14.2,7.350043765,6.5,22.875,2.125,93.825,2.3,0.269230769
2026,51071,"Giles County, Virginia",,4.293333333,2.2,1.892931735,3.3,9.2,10.5,9.6,26.1,12.22307692,17.9,39.40172023,33.9,5.266666667,182.0,4650.19139,1376.0,6.407692308,24.2,46.58079627,34.0,4.6,26.7,51.02307692,21.66666667,5.25833721,11.2,14.2,7.259651166,6.5,23.26666667,2.2,93.66666667,2.3,0.269230769
